run_id,experiment_type,policy,metric,value,unit,source_file,source_column,status,notes
policy2-policy3-live-20260603T082825Z-scale20,unknown,run,latency_p50_ms,,ms,,,unavailable,metric not emitted by this run type
policy2-policy3-live-20260603T082825Z-scale20,unknown,run,latency_p95_ms,,ms,,,unavailable,metric not emitted by this run type
policy2-policy3-live-20260603T082825Z-scale20,unknown,run,latency_p99_ms,,ms,,,unavailable,metric not emitted by this run type
policy2-policy3-live-20260603T082825Z-scale20,unknown,run,throughput_rps,,requests/s,,,unavailable,metric not emitted by this run type
policy2-policy3-live-20260603T082825Z-scale20,unknown,run,sla_violations,,count,,,unavailable,metric not emitted by this run type
policy2-policy3-live-20260603T082825Z-scale20,unknown,run,sla_violation_rate,,ratio,,,unavailable,metric not emitted by this run type
policy2-policy3-live-20260603T082825Z-scale20,unknown,run,scheduler_decision_time_ms,,ms,,,unavailable,metric not emitted by this run type
policy2-policy3-live-20260603T082825Z-scale20,unknown,run,gda_build_time_ms,,ms,,,unavailable,metric not emitted by this run type
policy2-policy3-live-20260603T082825Z-scale20,unknown,run,ndm_injection_time_ms,,ms,,,unavailable,metric not emitted by this run type
policy2-policy3-live-20260603T082825Z-scale20,unknown,run,cpu_overhead_pct,,percent,,,unavailable,metric not emitted by this run type
policy2-policy3-live-20260603T082825Z-scale20,unknown,run,memory_overhead_mb,,MiB,,,unavailable,metric not emitted by this run type
policy2-policy3-live-20260603T082825Z-scale20,unknown,run,migration_count,,count,,,unavailable,metric not emitted by this run type
policy2-policy3-live-20260603T082825Z-scale20,unknown,run,network_target_vs_measured_error,,unitless,,,unavailable,metric not emitted by this run type
policy2-policy3-live-20260603T082825Z-scale20,unknown,run,placement_cost_reduction_pct,,percent,,,unavailable,metric not emitted by this run type
