LAST SEEN   TYPE      REASON              OBJECT                                        MESSAGE
3s          Normal    Scheduled           pod/media-service-8659f44dbf-sbgr5            Successfully assigned live-tc-social-scale30-20260603t075507z-kubernetes-rep1/media-service-8659f44dbf-sbgr5 to emu-worker-6
3s          Normal    Scheduled           pod/user-timeline-service-5dfdffbd8f-2nmsj    Successfully assigned live-tc-social-scale30-20260603t075507z-kubernetes-rep1/user-timeline-service-5dfdffbd8f-2nmsj to emu-worker-6
3s          Normal    Scheduled           pod/user-service-84b9c58789-q2ds2             Successfully assigned live-tc-social-scale30-20260603t075507z-kubernetes-rep1/user-service-84b9c58789-q2ds2 to emu-worker-10
3s          Normal    Scheduled           pod/unique-id-service-769b668b89-ggrxr        Successfully assigned live-tc-social-scale30-20260603t075507z-kubernetes-rep1/unique-id-service-769b668b89-ggrxr to emu-worker-2
3s          Normal    Scheduled           pod/text-service-7f74645d8f-mwmfn             Successfully assigned live-tc-social-scale30-20260603t075507z-kubernetes-rep1/text-service-7f74645d8f-mwmfn to emu-worker-8
3s          Normal    Scheduled           pod/compose-post-service-65ccb6bfdf-8gf8n     Successfully assigned live-tc-social-scale30-20260603t075507z-kubernetes-rep1/compose-post-service-65ccb6bfdf-8gf8n to emu-worker-9
4s          Normal    Scheduled           pod/nginx-thrift-5bb64998b9-sftwb             Successfully assigned live-tc-social-scale30-20260603t075507z-kubernetes-rep1/nginx-thrift-5bb64998b9-sftwb to emu-worker-9
3s          Normal    Scheduled           pod/home-timeline-service-97b5cc7c-6sj92      Successfully assigned live-tc-social-scale30-20260603t075507z-kubernetes-rep1/home-timeline-service-97b5cc7c-6sj92 to emu-worker-2
4s          Normal    ScalingReplicaSet   deployment/nginx-thrift                       Scaled up replica set nginx-thrift-5bb64998b9 from 0 to 1
4s          Normal    Pulled              pod/user-service-84b9c58789-q2ds2             Container image "python:3.11-slim" already present on machine and can be accessed by the pod
4s          Normal    Started             pod/home-timeline-service-97b5cc7c-6sj92      Container started
4s          Normal    SuccessfulCreate    replicaset/home-timeline-service-97b5cc7c     Created pod: home-timeline-service-97b5cc7c-6sj92
4s          Normal    ScalingReplicaSet   deployment/home-timeline-service              Scaled up replica set home-timeline-service-97b5cc7c from 0 to 1
4s          Normal    Pulled              pod/home-timeline-service-97b5cc7c-6sj92      Container image "python:3.11-slim" already present on machine and can be accessed by the pod
4s          Normal    ScalingReplicaSet   deployment/user-timeline-service              Scaled up replica set user-timeline-service-5dfdffbd8f from 0 to 1
4s          Normal    SuccessfulCreate    replicaset/user-timeline-service-5dfdffbd8f   Created pod: user-timeline-service-5dfdffbd8f-2nmsj
4s          Normal    Pulled              pod/compose-post-service-65ccb6bfdf-8gf8n     Container image "python:3.11-slim" already present on machine and can be accessed by the pod
4s          Normal    SuccessfulCreate    replicaset/media-service-8659f44dbf           Created pod: media-service-8659f44dbf-sbgr5
4s          Normal    ScalingReplicaSet   deployment/media-service                      Scaled up replica set media-service-8659f44dbf from 0 to 1
4s          Normal    ScalingReplicaSet   deployment/compose-post-service               Scaled up replica set compose-post-service-65ccb6bfdf from 0 to 1
4s          Normal    Pulled              pod/nginx-thrift-5bb64998b9-sftwb             Container image "python:3.11-slim" already present on machine and can be accessed by the pod
4s          Normal    Created             pod/nginx-thrift-5bb64998b9-sftwb             Container created
4s          Normal    Started             pod/nginx-thrift-5bb64998b9-sftwb             Container started
4s          Normal    ScalingReplicaSet   deployment/user-service                       Scaled up replica set user-service-84b9c58789 from 0 to 1
4s          Normal    SuccessfulCreate    replicaset/nginx-thrift-5bb64998b9            Created pod: nginx-thrift-5bb64998b9-sftwb
4s          Normal    SuccessfulCreate    replicaset/compose-post-service-65ccb6bfdf    Created pod: compose-post-service-65ccb6bfdf-8gf8n
4s          Normal    SuccessfulCreate    replicaset/user-service-84b9c58789            Created pod: user-service-84b9c58789-q2ds2
4s          Normal    Started             pod/user-service-84b9c58789-q2ds2             Container started
4s          Normal    Created             pod/user-service-84b9c58789-q2ds2             Container created
4s          Normal    Created             pod/home-timeline-service-97b5cc7c-6sj92      Container created
4s          Normal    SuccessfulCreate    replicaset/text-service-7f74645d8f            Created pod: text-service-7f74645d8f-mwmfn
4s          Normal    ScalingReplicaSet   deployment/text-service                       Scaled up replica set text-service-7f74645d8f from 0 to 1
4s          Normal    Started             pod/compose-post-service-65ccb6bfdf-8gf8n     Container started
4s          Normal    Created             pod/compose-post-service-65ccb6bfdf-8gf8n     Container created
4s          Normal    ScalingReplicaSet   deployment/unique-id-service                  Scaled up replica set unique-id-service-769b668b89 from 0 to 1
4s          Normal    SuccessfulCreate    replicaset/unique-id-service-769b668b89       Created pod: unique-id-service-769b668b89-ggrxr
3s          Warning   Unhealthy           pod/user-service-84b9c58789-q2ds2             Readiness probe failed: Get "http://192.168.82.229:8080/healthz": dial tcp 192.168.82.229:8080: connect: connection refused
3s          Normal    Pulled              pod/user-timeline-service-5dfdffbd8f-2nmsj    Container image "python:3.11-slim" already present on machine and can be accessed by the pod
3s          Normal    Pulled              pod/unique-id-service-769b668b89-ggrxr        Container image "python:3.11-slim" already present on machine and can be accessed by the pod
3s          Normal    Started             pod/text-service-7f74645d8f-mwmfn             Container started
3s          Normal    Created             pod/text-service-7f74645d8f-mwmfn             Container created
3s          Normal    Pulled              pod/text-service-7f74645d8f-mwmfn             Container image "python:3.11-slim" already present on machine and can be accessed by the pod
3s          Normal    Created             pod/unique-id-service-769b668b89-ggrxr        Container created
3s          Warning   Unhealthy           pod/nginx-thrift-5bb64998b9-sftwb             Readiness probe failed: Get "http://192.168.71.99:8080/healthz": dial tcp 192.168.71.99:8080: connect: connection refused
3s          Normal    Started             pod/unique-id-service-769b668b89-ggrxr        Container started
3s          Normal    Started             pod/media-service-8659f44dbf-sbgr5            Container started
3s          Warning   Unhealthy           pod/compose-post-service-65ccb6bfdf-8gf8n     Readiness probe failed: Get "http://192.168.71.107:8080/healthz": dial tcp 192.168.71.107:8080: connect: connection refused
3s          Normal    Created             pod/user-timeline-service-5dfdffbd8f-2nmsj    Container created
3s          Normal    Started             pod/user-timeline-service-5dfdffbd8f-2nmsj    Container started
3s          Normal    Created             pod/media-service-8659f44dbf-sbgr5            Container created
3s          Normal    Pulled              pod/media-service-8659f44dbf-sbgr5            Container image "python:3.11-slim" already present on machine and can be accessed by the pod
