step,time_s,request_type,probability,qps,evidence_type
0,0.000,single_expert,0.733333,66.000000,replay
0,0.000,multi_expert_top2,0.033333,3.000000,replay
0,0.000,multi_expert_top4,0.033333,3.000000,replay
0,0.000,cache_hit,0.033333,3.000000,replay
0,0.000,cache_miss,0.033333,3.000000,replay
0,0.000,payload_small,0.033333,3.000000,replay
0,0.000,payload_large,0.033333,3.000000,replay
0,0.000,batch_small,0.033333,3.000000,replay
0,0.000,batch_large,0.033333,3.000000,replay
1,0.100,single_expert,0.733333,66.000000,replay
1,0.100,multi_expert_top2,0.033333,3.000000,replay
1,0.100,multi_expert_top4,0.033333,3.000000,replay
1,0.100,cache_hit,0.033333,3.000000,replay
1,0.100,cache_miss,0.033333,3.000000,replay
1,0.100,payload_small,0.033333,3.000000,replay
1,0.100,payload_large,0.033333,3.000000,replay
1,0.100,batch_small,0.033333,3.000000,replay
1,0.100,batch_large,0.033333,3.000000,replay
2,0.200,single_expert,0.733333,66.000000,replay
2,0.200,multi_expert_top2,0.033333,3.000000,replay
2,0.200,multi_expert_top4,0.033333,3.000000,replay
2,0.200,cache_hit,0.033333,3.000000,replay
2,0.200,cache_miss,0.033333,3.000000,replay
2,0.200,payload_small,0.033333,3.000000,replay
2,0.200,payload_large,0.033333,3.000000,replay
2,0.200,batch_small,0.033333,3.000000,replay
2,0.200,batch_large,0.033333,3.000000,replay
3,0.300,single_expert,0.733333,66.000000,replay
3,0.300,multi_expert_top2,0.033333,3.000000,replay
3,0.300,multi_expert_top4,0.033333,3.000000,replay
3,0.300,cache_hit,0.033333,3.000000,replay
3,0.300,cache_miss,0.033333,3.000000,replay
3,0.300,payload_small,0.033333,3.000000,replay
3,0.300,payload_large,0.033333,3.000000,replay
3,0.300,batch_small,0.033333,3.000000,replay
3,0.300,batch_large,0.033333,3.000000,replay
4,0.400,single_expert,0.733333,66.000000,replay
4,0.400,multi_expert_top2,0.033333,3.000000,replay
4,0.400,multi_expert_top4,0.033333,3.000000,replay
4,0.400,cache_hit,0.033333,3.000000,replay
4,0.400,cache_miss,0.033333,3.000000,replay
4,0.400,payload_small,0.033333,3.000000,replay
4,0.400,payload_large,0.033333,3.000000,replay
4,0.400,batch_small,0.033333,3.000000,replay
4,0.400,batch_large,0.033333,3.000000,replay
5,0.500,single_expert,0.733333,66.000000,replay
5,0.500,multi_expert_top2,0.033333,3.000000,replay
5,0.500,multi_expert_top4,0.033333,3.000000,replay
5,0.500,cache_hit,0.033333,3.000000,replay
5,0.500,cache_miss,0.033333,3.000000,replay
5,0.500,payload_small,0.033333,3.000000,replay
5,0.500,payload_large,0.033333,3.000000,replay
5,0.500,batch_small,0.033333,3.000000,replay
5,0.500,batch_large,0.033333,3.000000,replay
6,0.600,single_expert,0.733333,66.000000,replay
6,0.600,multi_expert_top2,0.033333,3.000000,replay
6,0.600,multi_expert_top4,0.033333,3.000000,replay
6,0.600,cache_hit,0.033333,3.000000,replay
6,0.600,cache_miss,0.033333,3.000000,replay
6,0.600,payload_small,0.033333,3.000000,replay
6,0.600,payload_large,0.033333,3.000000,replay
6,0.600,batch_small,0.033333,3.000000,replay
6,0.600,batch_large,0.033333,3.000000,replay
7,0.700,single_expert,0.733333,66.000000,replay
7,0.700,multi_expert_top2,0.033333,3.000000,replay
7,0.700,multi_expert_top4,0.033333,3.000000,replay
7,0.700,cache_hit,0.033333,3.000000,replay
7,0.700,cache_miss,0.033333,3.000000,replay
7,0.700,payload_small,0.033333,3.000000,replay
7,0.700,payload_large,0.033333,3.000000,replay
7,0.700,batch_small,0.033333,3.000000,replay
7,0.700,batch_large,0.033333,3.000000,replay
8,0.800,single_expert,0.733333,66.000000,replay
8,0.800,multi_expert_top2,0.033333,3.000000,replay
8,0.800,multi_expert_top4,0.033333,3.000000,replay
8,0.800,cache_hit,0.033333,3.000000,replay
8,0.800,cache_miss,0.033333,3.000000,replay
8,0.800,payload_small,0.033333,3.000000,replay
8,0.800,payload_large,0.033333,3.000000,replay
8,0.800,batch_small,0.033333,3.000000,replay
8,0.800,batch_large,0.033333,3.000000,replay
9,0.900,single_expert,0.733333,66.000000,replay
9,0.900,multi_expert_top2,0.033333,3.000000,replay
9,0.900,multi_expert_top4,0.033333,3.000000,replay
9,0.900,cache_hit,0.033333,3.000000,replay
9,0.900,cache_miss,0.033333,3.000000,replay
9,0.900,payload_small,0.033333,3.000000,replay
9,0.900,payload_large,0.033333,3.000000,replay
9,0.900,batch_small,0.033333,3.000000,replay
9,0.900,batch_large,0.033333,3.000000,replay
10,1.000,single_expert,0.733333,66.000000,replay
10,1.000,multi_expert_top2,0.033333,3.000000,replay
10,1.000,multi_expert_top4,0.033333,3.000000,replay
10,1.000,cache_hit,0.033333,3.000000,replay
10,1.000,cache_miss,0.033333,3.000000,replay
10,1.000,payload_small,0.033333,3.000000,replay
10,1.000,payload_large,0.033333,3.000000,replay
10,1.000,batch_small,0.033333,3.000000,replay
10,1.000,batch_large,0.033333,3.000000,replay
11,1.100,single_expert,0.733333,66.000000,replay
11,1.100,multi_expert_top2,0.033333,3.000000,replay
11,1.100,multi_expert_top4,0.033333,3.000000,replay
11,1.100,cache_hit,0.033333,3.000000,replay
11,1.100,cache_miss,0.033333,3.000000,replay
11,1.100,payload_small,0.033333,3.000000,replay
11,1.100,payload_large,0.033333,3.000000,replay
11,1.100,batch_small,0.033333,3.000000,replay
11,1.100,batch_large,0.033333,3.000000,replay
12,1.200,single_expert,0.733333,66.000000,replay
12,1.200,multi_expert_top2,0.033333,3.000000,replay
12,1.200,multi_expert_top4,0.033333,3.000000,replay
12,1.200,cache_hit,0.033333,3.000000,replay
12,1.200,cache_miss,0.033333,3.000000,replay
12,1.200,payload_small,0.033333,3.000000,replay
12,1.200,payload_large,0.033333,3.000000,replay
12,1.200,batch_small,0.033333,3.000000,replay
12,1.200,batch_large,0.033333,3.000000,replay
13,1.300,single_expert,0.733333,66.000000,replay
13,1.300,multi_expert_top2,0.033333,3.000000,replay
13,1.300,multi_expert_top4,0.033333,3.000000,replay
13,1.300,cache_hit,0.033333,3.000000,replay
13,1.300,cache_miss,0.033333,3.000000,replay
13,1.300,payload_small,0.033333,3.000000,replay
13,1.300,payload_large,0.033333,3.000000,replay
13,1.300,batch_small,0.033333,3.000000,replay
13,1.300,batch_large,0.033333,3.000000,replay
14,1.400,single_expert,0.733333,66.000000,replay
14,1.400,multi_expert_top2,0.033333,3.000000,replay
14,1.400,multi_expert_top4,0.033333,3.000000,replay
14,1.400,cache_hit,0.033333,3.000000,replay
14,1.400,cache_miss,0.033333,3.000000,replay
14,1.400,payload_small,0.033333,3.000000,replay
14,1.400,payload_large,0.033333,3.000000,replay
14,1.400,batch_small,0.033333,3.000000,replay
14,1.400,batch_large,0.033333,3.000000,replay
15,1.500,single_expert,0.733333,66.000000,replay
15,1.500,multi_expert_top2,0.033333,3.000000,replay
15,1.500,multi_expert_top4,0.033333,3.000000,replay
15,1.500,cache_hit,0.033333,3.000000,replay
15,1.500,cache_miss,0.033333,3.000000,replay
15,1.500,payload_small,0.033333,3.000000,replay
15,1.500,payload_large,0.033333,3.000000,replay
15,1.500,batch_small,0.033333,3.000000,replay
15,1.500,batch_large,0.033333,3.000000,replay
16,1.600,single_expert,0.733333,66.000000,replay
16,1.600,multi_expert_top2,0.033333,3.000000,replay
16,1.600,multi_expert_top4,0.033333,3.000000,replay
16,1.600,cache_hit,0.033333,3.000000,replay
16,1.600,cache_miss,0.033333,3.000000,replay
16,1.600,payload_small,0.033333,3.000000,replay
16,1.600,payload_large,0.033333,3.000000,replay
16,1.600,batch_small,0.033333,3.000000,replay
16,1.600,batch_large,0.033333,3.000000,replay
17,1.700,single_expert,0.733333,66.000000,replay
17,1.700,multi_expert_top2,0.033333,3.000000,replay
17,1.700,multi_expert_top4,0.033333,3.000000,replay
17,1.700,cache_hit,0.033333,3.000000,replay
17,1.700,cache_miss,0.033333,3.000000,replay
17,1.700,payload_small,0.033333,3.000000,replay
17,1.700,payload_large,0.033333,3.000000,replay
17,1.700,batch_small,0.033333,3.000000,replay
17,1.700,batch_large,0.033333,3.000000,replay
18,1.800,single_expert,0.733333,66.000000,replay
18,1.800,multi_expert_top2,0.033333,3.000000,replay
18,1.800,multi_expert_top4,0.033333,3.000000,replay
18,1.800,cache_hit,0.033333,3.000000,replay
18,1.800,cache_miss,0.033333,3.000000,replay
18,1.800,payload_small,0.033333,3.000000,replay
18,1.800,payload_large,0.033333,3.000000,replay
18,1.800,batch_small,0.033333,3.000000,replay
18,1.800,batch_large,0.033333,3.000000,replay
19,1.900,single_expert,0.733333,66.000000,replay
19,1.900,multi_expert_top2,0.033333,3.000000,replay
19,1.900,multi_expert_top4,0.033333,3.000000,replay
19,1.900,cache_hit,0.033333,3.000000,replay
19,1.900,cache_miss,0.033333,3.000000,replay
19,1.900,payload_small,0.033333,3.000000,replay
19,1.900,payload_large,0.033333,3.000000,replay
19,1.900,batch_small,0.033333,3.000000,replay
19,1.900,batch_large,0.033333,3.000000,replay
20,2.000,single_expert,0.733333,66.000000,replay
20,2.000,multi_expert_top2,0.033333,3.000000,replay
20,2.000,multi_expert_top4,0.033333,3.000000,replay
20,2.000,cache_hit,0.033333,3.000000,replay
20,2.000,cache_miss,0.033333,3.000000,replay
20,2.000,payload_small,0.033333,3.000000,replay
20,2.000,payload_large,0.033333,3.000000,replay
20,2.000,batch_small,0.033333,3.000000,replay
20,2.000,batch_large,0.033333,3.000000,replay
21,2.100,single_expert,0.733333,66.000000,replay
21,2.100,multi_expert_top2,0.033333,3.000000,replay
21,2.100,multi_expert_top4,0.033333,3.000000,replay
21,2.100,cache_hit,0.033333,3.000000,replay
21,2.100,cache_miss,0.033333,3.000000,replay
21,2.100,payload_small,0.033333,3.000000,replay
21,2.100,payload_large,0.033333,3.000000,replay
21,2.100,batch_small,0.033333,3.000000,replay
21,2.100,batch_large,0.033333,3.000000,replay
22,2.200,single_expert,0.733333,66.000000,replay
22,2.200,multi_expert_top2,0.033333,3.000000,replay
22,2.200,multi_expert_top4,0.033333,3.000000,replay
22,2.200,cache_hit,0.033333,3.000000,replay
22,2.200,cache_miss,0.033333,3.000000,replay
22,2.200,payload_small,0.033333,3.000000,replay
22,2.200,payload_large,0.033333,3.000000,replay
