benchmark,run_id,namespace,scale,replica_level,replica_config,workload_mode,repeat,policy,policy_display_name,step,time_s,evidence_type,request_type,traffic_stress,weighted_edge_distance,active_edge_count,request_mix_entropy,top3_hotspot_churn,traffic_stress_gini,traffic_stress_skew,migration_count,policy_decision_time_ms,gda_query_latency_ms,gda_build_time_ms,gda_total_time_ms,gda_nodes,gda_edges,gda_query_count,latency_ms,p50_ms,p95_ms,p99_ms,throughput_rps,error_rate,sla_ms,sla_pressure,sla_violation_ratio,worker_nodes_selected,actual_app_pods,ready_app_pods,non_empty_worker_nodes,pod_node_occupancy_ratio,pod_restarts,total_pods,cluster_cpu_utilization,cluster_memory_utilization,top_node_cpu_utilization
moe-serving,moe-longmix-stageA-scale20-replica3-linear-steps200-20260612T141945Z,idyn-moe-serving,scale20,replica3,aggregator_replicas=3;cache_replicas=1;expert_count=6;replicas_per_expert=3;router_replicas=3;state_replicas=1;total_app_pods=31,linear,,kubernetes-default,K8s default,0,0.000,replay,mixed,0.969300,0.000000,8,1.636641,0.000000,0.406120,0.093267,,,0.000000,0.020127,0.020127,8,8,0,60.611391,60.611391,60.611391,60.611391,90.000000,0.000000,108.333333,0.559490,0.000000,20,31,31,20,1.000000,,31,,,
moe-serving,moe-longmix-stageA-scale20-replica3-linear-steps200-20260612T141945Z,idyn-moe-serving,scale20,replica3,aggregator_replicas=3;cache_replicas=1;expert_count=6;replicas_per_expert=3;router_replicas=3;state_replicas=1;total_app_pods=31,linear,,cga,CGA,0,0.000,replay,mixed,0.969300,0.000000,8,1.636641,0.000000,0.406120,0.093267,,,0.000000,0.020127,0.020127,8,8,0,61.089042,61.089042,61.089042,61.089042,90.000000,0.000000,108.333333,0.563899,0.000000,20,31,31,20,1.000000,,31,,,
moe-serving,moe-longmix-stageA-scale20-replica3-linear-steps200-20260612T141945Z,idyn-moe-serving,scale20,replica3,aggregator_replicas=3;cache_replicas=1;expert_count=6;replicas_per_expert=3;router_replicas=3;state_replicas=1;total_app_pods=31,linear,,hda,HDA,0,0.000,replay,mixed,0.969300,0.000000,8,1.636641,0.000000,0.406120,0.093267,,,0.000000,0.020127,0.020127,8,8,0,56.771468,56.771468,56.771468,56.771468,90.000000,0.000000,108.333333,0.524044,0.000000,20,31,31,20,1.000000,,31,,,
moe-serving,moe-longmix-stageA-scale20-replica3-linear-steps200-20260612T141945Z,idyn-moe-serving,scale20,replica3,aggregator_replicas=3;cache_replicas=1;expert_count=6;replicas_per_expert=3;router_replicas=3;state_replicas=1;total_app_pods=31,linear,,policy2,Policy 2,0,0.000,replay,mixed,0.969300,0.000000,8,1.636641,0.000000,0.406120,0.093267,,,0.000000,0.020127,0.020127,8,8,0,57.706440,57.706440,57.706440,57.706440,90.000000,0.000000,108.333333,0.532675,0.000000,20,31,31,20,1.000000,,31,,,
moe-serving,moe-longmix-stageA-scale20-replica3-linear-steps200-20260612T141945Z,idyn-moe-serving,scale20,replica3,aggregator_replicas=3;cache_replicas=1;expert_count=6;replicas_per_expert=3;router_replicas=3;state_replicas=1;total_app_pods=31,linear,,policy3,Policy 3,0,0.000,replay,mixed,0.969300,0.000000,8,1.636641,0.000000,0.406120,0.093267,,,0.000000,0.020127,0.020127,8,8,0,53.570968,53.570968,53.570968,53.570968,90.000000,0.000000,108.333333,0.494501,0.000000,20,31,31,20,1.000000,,31,,,
moe-serving,moe-longmix-stageA-scale20-replica3-linear-steps200-20260612T141945Z,idyn-moe-serving,scale20,replica3,aggregator_replicas=3;cache_replicas=1;expert_count=6;replicas_per_expert=3;router_replicas=3;state_replicas=1;total_app_pods=31,linear,,kubernetes-default,K8s default,1,0.100,replay,mixed,0.969753,0.005294,8,1.662099,0.000000,0.402746,0.094913,,,0.000000,0.014958,0.014958,8,8,0,65.686056,65.686056,65.686056,65.686056,90.000000,0.000000,108.937851,0.602968,0.000000,20,31,31,20,1.000000,,31,,,
moe-serving,moe-longmix-stageA-scale20-replica3-linear-steps200-20260612T141945Z,idyn-moe-serving,scale20,replica3,aggregator_replicas=3;cache_replicas=1;expert_count=6;replicas_per_expert=3;router_replicas=3;state_replicas=1;total_app_pods=31,linear,,cga,CGA,1,0.100,replay,mixed,0.969753,0.005294,8,1.662099,0.000000,0.402746,0.094913,,,0.000000,0.014958,0.014958,8,8,0,58.693950,58.693950,58.693950,58.693950,90.000000,0.000000,108.937851,0.538784,0.000000,20,31,31,20,1.000000,,31,,,
moe-serving,moe-longmix-stageA-scale20-replica3-linear-steps200-20260612T141945Z,idyn-moe-serving,scale20,replica3,aggregator_replicas=3;cache_replicas=1;expert_count=6;replicas_per_expert=3;router_replicas=3;state_replicas=1;total_app_pods=31,linear,,hda,HDA,1,0.100,replay,mixed,0.969753,0.005294,8,1.662099,0.000000,0.402746,0.094913,,,0.000000,0.014958,0.014958,8,8,0,58.023673,58.023673,58.023673,58.023673,90.000000,0.000000,108.937851,0.532631,0.000000,20,31,31,20,1.000000,,31,,,
moe-serving,moe-longmix-stageA-scale20-replica3-linear-steps200-20260612T141945Z,idyn-moe-serving,scale20,replica3,aggregator_replicas=3;cache_replicas=1;expert_count=6;replicas_per_expert=3;router_replicas=3;state_replicas=1;total_app_pods=31,linear,,policy2,Policy 2,1,0.100,replay,mixed,0.969753,0.005294,8,1.662099,0.000000,0.402746,0.094913,,,0.000000,0.014958,0.014958,8,8,0,57.677735,57.677735,57.677735,57.677735,90.000000,0.000000,108.937851,0.529455,0.000000,20,31,31,20,1.000000,,31,,,
moe-serving,moe-longmix-stageA-scale20-replica3-linear-steps200-20260612T141945Z,idyn-moe-serving,scale20,replica3,aggregator_replicas=3;cache_replicas=1;expert_count=6;replicas_per_expert=3;router_replicas=3;state_replicas=1;total_app_pods=31,linear,,policy3,Policy 3,1,0.100,replay,mixed,0.969753,0.005294,8,1.662099,0.000000,0.402746,0.094913,,,0.000000,0.014958,0.014958,8,8,0,56.772964,56.772964,56.772964,56.772964,90.000000,0.000000,108.937851,0.521150,0.000000,20,31,31,20,1.000000,,31,,,
