LAST SEEN   TYPE     REASON              OBJECT                                        MESSAGE
6s          Normal   Scheduled           pod/text-service-7d67849556-h6gpb             Successfully assigned social-smoke-scale10-20260523t172647z/text-service-7d67849556-h6gpb to emu-worker-8
7s          Normal   Scheduled           pod/compose-post-service-84b666486d-c4xd9     Successfully assigned social-smoke-scale10-20260523t172647z/compose-post-service-84b666486d-c4xd9 to emu-worker-8
7s          Normal   Scheduled           pod/user-timeline-service-86568c4c96-xjstv    Successfully assigned social-smoke-scale10-20260523t172647z/user-timeline-service-86568c4c96-xjstv to emu-worker-9
7s          Normal   Scheduled           pod/user-service-6945949754-75755             Successfully assigned social-smoke-scale10-20260523t172647z/user-service-6945949754-75755 to emu-worker-9
6s          Normal   Scheduled           pod/unique-id-service-7cf7fbb9c4-qmv79        Successfully assigned social-smoke-scale10-20260523t172647z/unique-id-service-7cf7fbb9c4-qmv79 to emu-worker-8
7s          Normal   Scheduled           pod/nginx-thrift-6b5d687d48-t5rqf             Successfully assigned social-smoke-scale10-20260523t172647z/nginx-thrift-6b5d687d48-t5rqf to emu-worker-4
7s          Normal   Scheduled           pod/home-timeline-service-7fcc9b6996-mjrp7    Successfully assigned social-smoke-scale10-20260523t172647z/home-timeline-service-7fcc9b6996-mjrp7 to emu-worker-10
6s          Normal   Scheduled           pod/media-service-584cc989f8-cpxpd            Successfully assigned social-smoke-scale10-20260523t172647z/media-service-584cc989f8-cpxpd to emu-worker-1
7s          Normal   SuccessfulCreate    replicaset/home-timeline-service-7fcc9b6996   Created pod: home-timeline-service-7fcc9b6996-mjrp7
7s          Normal   SuccessfulCreate    replicaset/nginx-thrift-6b5d687d48            Created pod: nginx-thrift-6b5d687d48-t5rqf
7s          Normal   ScalingReplicaSet   deployment/nginx-thrift                       Scaled up replica set nginx-thrift-6b5d687d48 from 0 to 1
7s          Normal   ScalingReplicaSet   deployment/home-timeline-service              Scaled up replica set home-timeline-service-7fcc9b6996 from 0 to 1
7s          Normal   ScalingReplicaSet   deployment/user-timeline-service              Scaled up replica set user-timeline-service-86568c4c96 from 0 to 1
7s          Normal   SuccessfulCreate    replicaset/user-timeline-service-86568c4c96   Created pod: user-timeline-service-86568c4c96-xjstv
7s          Normal   ScalingReplicaSet   deployment/user-service                       Scaled up replica set user-service-6945949754 from 0 to 1
7s          Normal   SuccessfulCreate    replicaset/user-service-6945949754            Created pod: user-service-6945949754-75755
7s          Normal   ScalingReplicaSet   deployment/text-service                       Scaled up replica set text-service-7d67849556 from 0 to 1
7s          Normal   SuccessfulCreate    replicaset/text-service-7d67849556            Created pod: text-service-7d67849556-h6gpb
7s          Normal   ScalingReplicaSet   deployment/compose-post-service               Scaled up replica set compose-post-service-84b666486d from 0 to 1
7s          Normal   SuccessfulCreate    replicaset/compose-post-service-84b666486d    Created pod: compose-post-service-84b666486d-c4xd9
6s          Normal   ScalingReplicaSet   deployment/media-service                      Scaled up replica set media-service-584cc989f8 from 0 to 1
6s          Normal   Started             pod/nginx-thrift-6b5d687d48-t5rqf             Container started
6s          Normal   Pulled              pod/compose-post-service-84b666486d-c4xd9     Container image "python:3.11-slim" already present on machine and can be accessed by the pod
6s          Normal   Created             pod/nginx-thrift-6b5d687d48-t5rqf             Container created
6s          Normal   ScalingReplicaSet   deployment/unique-id-service                  Scaled up replica set unique-id-service-7cf7fbb9c4 from 0 to 1
6s          Normal   SuccessfulCreate    replicaset/unique-id-service-7cf7fbb9c4       Created pod: unique-id-service-7cf7fbb9c4-qmv79
6s          Normal   Pulled              pod/nginx-thrift-6b5d687d48-t5rqf             Container image "python:3.11-slim" already present on machine and can be accessed by the pod
6s          Normal   SuccessfulCreate    replicaset/media-service-584cc989f8           Created pod: media-service-584cc989f8-cpxpd
5s          Normal   Started             pod/compose-post-service-84b666486d-c4xd9     Container started
5s          Normal   Pulled              pod/user-service-6945949754-75755             Container image "python:3.11-slim" already present on machine and can be accessed by the pod
5s          Normal   Pulled              pod/home-timeline-service-7fcc9b6996-mjrp7    Container image "python:3.11-slim" already present on machine and can be accessed by the pod
5s          Normal   Created             pod/compose-post-service-84b666486d-c4xd9     Container created
4s          Normal   Created             pod/media-service-584cc989f8-cpxpd            Container created
4s          Normal   Started             pod/user-service-6945949754-75755             Container started
4s          Normal   Pulled              pod/text-service-7d67849556-h6gpb             Container image "python:3.11-slim" already present on machine and can be accessed by the pod
4s          Normal   Started             pod/home-timeline-service-7fcc9b6996-mjrp7    Container started
4s          Normal   Created             pod/home-timeline-service-7fcc9b6996-mjrp7    Container created
4s          Normal   Created             pod/text-service-7d67849556-h6gpb             Container created
4s          Normal   Created             pod/user-service-6945949754-75755             Container created
4s          Normal   Pulled              pod/media-service-584cc989f8-cpxpd            Container image "python:3.11-slim" already present on machine and can be accessed by the pod
4s          Normal   Started             pod/media-service-584cc989f8-cpxpd            Container started
4s          Normal   Started             pod/text-service-7d67849556-h6gpb             Container started
4s          Normal   Started             pod/user-timeline-service-86568c4c96-xjstv    Container started
4s          Normal   Pulled              pod/user-timeline-service-86568c4c96-xjstv    Container image "python:3.11-slim" already present on machine and can be accessed by the pod
4s          Normal   Created             pod/user-timeline-service-86568c4c96-xjstv    Container created
3s          Normal   Pulled              pod/unique-id-service-7cf7fbb9c4-qmv79        Container image "python:3.11-slim" already present on machine and can be accessed by the pod
3s          Normal   Started             pod/unique-id-service-7cf7fbb9c4-qmv79        Container started
3s          Normal   Created             pod/unique-id-service-7cf7fbb9c4-qmv79        Container created
